Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
182,35510,species,Blue-black Grassquit,Volatinia jacarina,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
183,34933,species,Blue-gray Tanager,Thraupis episcopus,7,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
184,33843,species,Melodious Blackbird,Dives dives,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
185,33724,species,Streak-backed Oriole,Icterus pustulatus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
186,32915,species,Stripe-headed Sparrow,Peucaea ruficauda,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
187,28767,species,Clay-colored Thrush,Turdus grayi,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
188,27523,species,Rufous-and-white Wren,Thryophilus rufalbus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
189,27401,species,Rufous-backed Wren,Campylorhynchus capistratus,3,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
190,24070,species,Mangrove Swallow,Tachycineta albilinea,10,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
191,19180,species,Mangrove Vireo,Vireo pallens,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
192,19085,species,Scrub Greenlet,Hylophilus flavipes,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
193,19051,species,Rufous-browed Peppershrike,Cyclarhis gujanensis,3,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
194,17392,species,Social Flycatcher,Myiozetetes similis,4,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
195,17308,species,Panama Flycatcher,Myiarchus panamensis,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
196,17246,species,Bright-rumped Attila,Attila spadiceus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
197,17017,species,Northern Scrub-Flycatcher,Sublegatus arenarum,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
198,16634,species,Yellow Tyrannulet,Capsiempis flaveola,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
199,16475,species,Yellow-olive Flatbill,Tolmomyias sulphurescens,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
200,16429,species,Common Tody-Flycatcher,Todirostrum cinereum,10,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
201,14921,species,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
202,14853,species,Black-striped Woodcreeper,Xiphorhynchus lachrymosus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
203,13491,species,Barred Antshrike,Thamnophilus doliatus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
204,13152,species,Scarlet Macaw,Ara macao,5,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
205,12960,species,Mealy Amazon,Amazona farinosa,4,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
206,12943,species,White-fronted Amazon,Amazona albifrons,6,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
207,12921,species,Yellow-naped Amazon,Amazona auropalliata,10,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
208,12909,species,Red-lored Amazon,Amazona autumnalis,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
209,12836,species,Orange-chinned Parakeet,Brotogeris jugularis,50,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
210,12096,species,Bat Falcon,Falco rufigularis,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
211,11966,species,Yellow-headed Caracara,Daptrius chimachima,7,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
212,11754,species,Lineated Woodpecker,Dryocopus lineatus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
213,11180,species,Hoffmann's Woodpecker,Melanerpes hoffmannii,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
214,11171,species,Red-crowned Woodpecker,Melanerpes rubricapillus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
215,10316,species,Green Kingfisher,Chloroceryle americana,5,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
216,10312,species,Amazon Kingfisher,Chloroceryle amazona,4,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
217,10301,species,Ringed Kingfisher,Megaceryle torquata,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
218,9573,species,Elegant Trogon,Trogon elegans,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
219,9534,species,Black-headed Trogon,Trogon melanocephalus,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
220,8430,species,Roadside Hawk,Rupornis magnirostris,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
221,8421,species,Great Black Hawk,Buteogallus urubitinga,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
222,8411,species,Common Black Hawk,Buteogallus anthracinus,7,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
223,7634,species,Reddish Egret,Egretta rufescens,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
224,7546,species,Boat-billed Heron,Cochlearius cochlearius,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
225,7540,species,Bare-throated Tiger-Heron,Tigrisoma mexicanum,5,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
226,5988,species,Northern Jacana,Jacana spinosa,3,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
227,5734,species,Double-striped Thick-knee,Hesperoburhinus bistriatus,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
228,5020,species,Scaly-breasted Hummingbird,Phaeochroa cuvierii,4,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
229,3218,species,Common Squirrel-Cuckoo,Piaya cayana,4,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
230,3034,species,Lesser Ground-Cuckoo,Morococcyx erythropygus,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
231,3027,species,Groove-billed Ani,Crotophaga sulcirostris,40,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
232,2325,species,White-tipped Dove,Leptotila verreauxi,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
233,2288,species,Blue Ground Dove,Claravis pretiosa,2,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
234,2268,species,Ruddy Ground Dove,Columbina talpacoti,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
235,1999,species,Short-billed Pigeon,Patagioenas nigrirostris,1,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
236,445,species,Muscovy Duck,Cairina moschata,3,Tárcoles--Tour en Bote,CR-P,03 Jan 2026,L1456779,S292263445,,1
237,9157,species,Mottled Owl,Strix virgata,1,"Miramar, Provincia de Puntarenas",CR-P,02 Jan 2026,L56749599,S292020419,,1
238,3484,species,Lesser Nighthawk,Chordeiles acutipennis,10,San Marcos (Monteverde restaurant),CR-P,02 Jan 2026,L2374510,S292020296,,1
239,17368,species,Great Kiskadee,Pitangus sulphuratus,2,Liberia--Daniel Oduber International Airport and vicinity,CR-G,02 Jan 2026,L2363543,S292020029,,1
240,11216,species,American Three-toed Woodpecker,Picoides dorsalis,1,Francis Malcolm Science Center Trails,US-ME,21 Dec 2025,L56187385,S289568980,,1
241,322,species,Barnacle Goose,Branta leucopsis,1,Broad Brook Mill Pond,US-CT,28 Nov 2025,L749009,S286521870,,1
242,32996,species,Clay-colored Sparrow,Spizella pallida,1,"Fort Foster Park, Kittery",US-ME,27 Nov 2025,L452647,S286389219,,1
243,17467,species,Western Kingbird,Tyrannus verticalis,1,Seapoint Beach,US-ME,23 Nov 2025,L450133,S285846785,,1
245,34627,species,Dickcissel,Spiza americana,1,Pleasant St and Maine St,US-ME,08 Sep 2025,L47689770,S272212175,,1
246,6188,species,Buff-breasted Sandpiper,Calidris subruficollis,1,Rachel Carson NWR--Timber Point Trail,US-ME,02 Sep 2025,L1676092,S271180229,,1
247,6221,species,White-rumped Sandpiper,Calidris fuscicollis,150,Joppa Flats Education Center (Mass Audubon),US-MA,09 Aug 2025,L207440,S266089858,,1
248,17494,species,Fork-tailed Flycatcher,Tyrannus savana,1,Kennebunk Plains,US-ME,14 Jul 2025,L167477,S259900900,,1
249,6447,species,Little Gull,Hydrocoloeus minutus,1,Seapoint Beach,US-ME,21 Jun 2025,L450133,S252783530,,1
250,12905,species,Red-crowned Amazon,Amazona viridigenalis,2,Central Aguirre,PR-SA,10 Jun 2025,L17629139,S248832556,P,1
251,2322,species,Key West Quail-Dove,Geotrygon chrysia,1,Bosque Estatal de Cambalache,PR-AC,08 Jun 2025,L5270898,S248135814,,1
252,31114,species,Tricolored Munia,Lonchura malacca,2,"Puerto Rico 2, Imbéry",PR-BC,08 Jun 2025,L47077518,S248025754,N,1
253,3502,species,Antillean Nighthawk,Chordeiles gundlachii,2,Fincas de Heno CT Este (HEX 393)(E),PR-BC,07 Jun 2025,L10048914,S247885956,,1
254,31076,species,Scaly-breasted Munia,Lonchura punctulata,1,Fincas de Heno CT Este (HEX 393)(E),PR-BC,07 Jun 2025,L10048914,S247860730,N,1
255,12970,species,Orange-winged Amazon,Amazona amazonica,1,Miranda - Centro de la Ciudad,PR-VB,07 Jun 2025,L47065784,S247841777,N,1
256,35477,species,Saffron Finch,Sicalis flaveola,9,Parque Nacional Cerro Gordo,PR-VA,07 Jun 2025,L340971,S247806064,N,1
257,6673,species,Bridled Tern,Onychoprion anaethetus,9,Parque Nacional Cerro Gordo,PR-VA,07 Jun 2025,L340971,S247806064,,1
258,3826,species,Black Swift,Cypseloides niger,2,Viejo San Juan,PR-SJ,06 Jun 2025,L294049,S247461741,,1
259,13203,species,Red-masked Parakeet,Psittacara erythrogenys,1,"Universidad de Puerto Rico, Rio Piedras",PR-SJ,05 Jun 2025,L4577268,S246895100,P,1
260,31443,species,Pin-tailed Whydah,Vidua macroura,1,Kioskos de Luquillo,PR-LQ,04 Jun 2025,L8685780,S246695704,N,1
261,31065,species,Indian Silverbill,Euodice malabarica,1,Jardín Botánico de la UPR,PR-SJ,03 Jun 2025,L323790,S246219762,N,1
262,13140,species,Blue-and-yellow Macaw,Ara ararauna,2,Jardín Botánico de la UPR,PR-SJ,03 Jun 2025,L323790,S246219762,N,1
264,6733,species,Arctic Tern,Sterna paradisaea,8,Petit Manan NWR--Petit Manan Island,US-ME,31 May 2025,L234625,S245171977,,1
265,6412,species,Razorbill,Alca torda,16,Petit Manan NWR--Petit Manan Island,US-ME,31 May 2025,L234625,S245171977,,1
266,33232,species,Nelson's Sparrow,Ammospiza nelsoni,5,"Wharton Point, Brunswick",US-ME,28 May 2025,L479571,S243847801,,1
267,33952,species,Louisiana Waterthrush,Parkesia motacilla,1,Hidden Pond Preserve,US-ME,26 May 2025,L2231574,S243081083,,1
268,16951,species,Alder Flycatcher,Empidonax alnorum,1,Hidden Pond Preserve,US-ME,26 May 2025,L2231574,S243081083,,1
269,16949,species,Yellow-bellied Flycatcher,Empidonax flaviventris,1,"Green-Wood Cemetery, Brooklyn",US-NY,20 May 2025,L285884,S240560839,,1
270,28318,species,Gray-cheeked Thrush,Catharus minimus,1,Central Park--The Lake,US-NY,19 May 2025,L1544161,S240115391,,1
271,311,species,Pink-footed Goose,Anser brachyrhynchus,1,"Charlton Middle School Pond, Charlton, Massachusetts",US-MA,18 May 2025,L45386653,S239853650,,1
272,3243,species,Black-billed Cuckoo,Coccyzus erythropthalmus,1,Parker River NWR--Hellcat Boardwalk Trail,US-MA,11 May 2025,L40875091,S236359732,,1
273,6177,species,Ruff,Calidris pugnax,1,"Walsh Preserve, Cousin’s River Marsh",US-ME,10 May 2025,L19367706,S235817594,,1
274,11126,species,Yellow-bellied Sapsucker,Sphyrapicus varius,2,"Laurel Farm, Ashby",US-MA,09 May 2025,L44448872,S234918141,,1
275,33568,species,Eastern Meadowlark,Sturnella magna,5,Bowdoin Sand Plain,US-ME,07 May 2025,L4090818,S234420860,,1
276,6009,species,Upland Sandpiper,Bartramia longicauda,2,Bowdoin Sand Plain,US-ME,07 May 2025,L4090818,S234420860,,1
277,272,species,Ross's Goose,Anser rossii,1,Thornhurst Farm,US-ME,07 May 2025,L786075,S234111015,,1
278,34061,species,Cerulean Warbler,Setophaga cerulea,1,Evergreen Cemetery,US-ME,06 May 2025,L251292,S233913321,,1
279,16963,species,Least Flycatcher,Empidonax minimus,1,Rachel Carson NWR--Timber Point Trail,US-ME,04 May 2025,L1676092,S233255516,,1
282,7533,species,Roseate Spoonbill,Platalea ajaja,1,Bayou Sauvage Urban NWR--Recovery One Rd. (Hwy. 90 to GIWW levee),US-LA,06 Apr 2025,L6352166,S223437314,,1
283,5815,species,American Golden-Plover,Pluvialis dominica,1,Dauphin Island--Marina,US-AL,05 Apr 2025,L5156724,S223122758,,1
284,7462,species,White Ibis,Eudocimus albus,12,Mobile Bay Causeway,US-AL,04 Apr 2025,L2130319,S223008376,,1
285,26932,species,Brown-headed Nuthatch,Sitta pusilla,1,Grand Bay NWR/NERR--Savanna Trail,US-MS,04 Apr 2025,L34929656,S222955188,,1
286,306,species,Tundra Bean-Goose,Anser serrirostris,1,Lawton Valley Reservoir,US-RI,17 Feb 2025,L693044,S214160656,,1
287,6207,species,Purple Sandpiper,Calidris maritima,30,"Morse Mountain, Phippsburg",US-ME,28 Dec 2024,L489477,S207040591,,1
288,7053,species,Leach's Storm-Petrel,Hydrobates leucorhous,4,Kent Island,CA-NB,20 Sep 2024,L246774,S195852092,,1
289,6363,species,Pomarine Jaeger,Stercorarius pomarinus,1,Blacks Harbour-Grand Manan Ferry,CA-NB,20 Sep 2024,L165062,S195818197,,1
290,33972,species,Tennessee Warbler,Leiothlypis peregrina,1,"Mast Landing Audubon Sanctuary, Freeport",US-ME,14 Sep 2024,L475815,S195051900,,1
292,7207,species,Great Shearwater,Ardenna gravis,1,Woods Hole--Vineyard Haven Ferry,US-MA,03 Jun 2024,L4445656,S179208111,,1
293,28321,species,Bicknell's Thrush,Catharus bicknelli,4,"Cannon Mt., Franconia",US-NH,02 Jun 2024,L926014,S179069652,,1
294,33957,species,Blue-winged Warbler,Vermivora cyanoptera,1,"Blackberry Hill Road, Berwick",US-ME,26 May 2024,L1340526,S177299520,,1
295,8479,species,Broad-winged Hawk,Buteo platypterus,1,Oxbow NWR (Worcester Co.),US-MA,25 May 2024,L1039319,S177084054,,1
296,34344,species,Canada Warbler,Cardellina canadensis,2,Parker River NWR--Hellcat Dunes Loop,US-MA,11 May 2024,L2774775,S173540844,,1
297,34436,species,Scarlet Tanager,Piranga olivacea,1,Parker River NWR--Visitor Center,US-MA,11 May 2024,L858466,S173404340,,1
298,34432,species,Summer Tanager,Piranga rubra,4,Caw Caw Interpretive Center,US-SC,14 Apr 2024,L462851,S168628901,,1
299,19220,species,Yellow-throated Vireo,Vireo flavifrons,3,Caw Caw Interpretive Center,US-SC,14 Apr 2024,L462851,S168628901,,1
300,7565,species,Least Bittern,Botaurus exilis,1,Caw Caw Interpretive Center,US-SC,14 Apr 2024,L462851,S168628901,,1
301,5272,species,King Rail,Rallus elegans,2,Caw Caw Interpretive Center,US-SC,14 Apr 2024,L462851,S168628901,,1
302,34153,species,Pine Warbler,Setophaga pinus,2,Brittlebank Park,US-SC,13 Apr 2024,L4033992,S168434001,,1
303,34148,species,Palm Warbler,Setophaga palmarum,3,Brittlebank Park,US-SC,13 Apr 2024,L4033992,S168434001,,1
304,7306,species,Wood Stork,Mycteria americana,1,Brittlebank Park,US-SC,13 Apr 2024,L4033992,S168434001,,1
305,3594,species,Chuck-will's-widow,Antrostomus carolinensis,1,"Albemarle Point, Charleston",US-SC,11 Apr 2024,L30553552,S168201758,,1
306,7367,species,Anhinga,Anhinga anhinga,1,Brittlebank Park,US-SC,10 Apr 2024,L4033992,S168059410,,1
307,6622,species,Black Skimmer,Rynchops niger,1,Brittlebank Park,US-SC,10 Apr 2024,L4033992,S168059410,,1
308,33858,species,Boat-tailed Grackle,Quiscalus major,3,"Albemarle Point, Charleston",US-SC,10 Apr 2024,L30553552,S168032258,,1
309,32674,species,Snow Bunting,Plectrophenax nivalis,200,Hampton Beach SP,US-NH,21 Nov 2023,L365673,S167277244,,1
310,6927,species,Red-throated Loon,Gavia stellata,1,"Odiorne Point SP, Rye",US-NH,21 Nov 2023,L168335,S154919970,,1
311,6731,species,Forster's Tern,Sterna forsteri,2,Cullen Park,US-OH,07 Nov 2023,L1276677,S153967359,,1
312,32483,species,Redpoll,Acanthis flammea,7,Jamestown Dam--Spillway Trail,US-ND,05 Nov 2023,L7849864,S153809444,,1
313,1327,species,Sharp-tailed Grouse,Tympanuchus phasianellus,1,"Interstate 94, Medora, North Dakota, US (46.947, -103.627)",US-ND,04 Nov 2023,L27814384,S153758554,,1
314,1312,species,Greater Sage-Grouse,Centrocercus urophasianus,1,"Interstate 94, Miles City",US-MT,04 Nov 2023,L27811730,S153745454,,1
315,8535,species,Ferruginous Hawk,Buteo regalis,2,"Interstate 94, Custer, Montana, US (46.121, -107.581)",US-MT,04 Nov 2023,L27809677,S153735532,,1
316,33095,species,American Tree Sparrow,Spizelloides arborea,1,Mount Jumbo L Trail from Taylor Street,US-MT,03 Nov 2023,L15969313,S153672999,,1
317,1315,species,Dusky Grouse,Dendragapus obscurus,1,LaValle Creek drainage,US-MT,03 Nov 2023,L1472720,S153669216,,1
318,27668,species,American Dipper,Cinclus mexicanus,2,Bonneville Fish Hatchery,US-OR,02 Nov 2023,L1090683,S153618052,,1
319,6606,species,Iceland Gull,Larus glaucoides,2,Coffin Butte Landfill,US-OR,30 Oct 2023,L675783,S153437559,,1
320,11142,species,Lewis's Woodpecker,Melanerpes lewis,12,Bald Hill,US-OR,26 Oct 2023,L684731,S153126574,,1
321,32296,species,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,17,Marys Peak,US-OR,26 Oct 2023,L447448,S153122187,,1
322,33953,species,Northern Waterthrush,Parkesia noveboracensis,1,Talking Water Gardens,US-OR,02 Oct 2023,L1529276,S151307377,,1
323,1477,species,Ring-necked Pheasant,Phasianus colchicus,1,E.E. Wilson WMA,US-OR,28 Sep 2023,L468463,S150957238,N,1
324,6455,species,Sabine's Gull,Xema sabini,1,Philomath Sewage Ponds (restricted access),US-OR,26 Sep 2023,L493044,S150835394,,1
325,21484,species,Clark's Nutcracker,Nucifraga columbiana,9,Marys Peak,US-OR,10 Sep 2023,L447448,S149595183,,1
326,7213,species,Sooty Shearwater,Ardenna grisea,1,Sunset Bay SP,US-OR,23 Jul 2023,L857508,S145769276,,1
327,21181,species,Canada Jay,Perisoreus canadensis,1,OSU McDonald-Dunn Forest--Lewisburg Saddle,US-OR,18 Jun 2023,L956588,S142035572,,1
328,9011,species,Northern Pygmy-Owl,Glaucidium gnoma,5,OSU McDonald-Dunn Forest--Lewisburg Saddle,US-OR,18 Jun 2023,L956588,S142035572,,1
329,1320,species,Sooty Grouse,Dendragapus fuliginosus,2,OSU McDonald-Dunn Forest--Lewisburg Saddle,US-OR,18 Jun 2023,L956588,S142035572,,1
330,33559,species,Yellow-breasted Chat,Icteria virens,1,"25774 Bruce Road, Monroe",US-OR,09 Jun 2023,L25069744,S141045339,,1
331,7560,species,American Bittern,Botaurus lentiginosus,4,William L. Finley NWR--McFadden Marsh,US-OR,09 Jun 2023,L491963,S141043327,,1
332,8292,species,American Goshawk,Astur atricapillus,1,Anderson County Park,US-OR,09 Jun 2023,L8188337,S141047262,,1
333,6119,species,Wilson's Phalarope,Phalaropus tricolor,1,Philomath Sewage Ponds (restricted access),US-OR,06 Jun 2023,L493044,S140753508,,1
334,34606,species,Lazuli Bunting,Passerina amoena,1,Jackson-Frazier Wetland,US-OR,04 Jun 2023,L744337,S140526342,,1
335,17323,species,Ash-throated Flycatcher,Myiarchus cinerascens,1,Jackson-Frazier Wetland,US-OR,04 Jun 2023,L744337,S140526342,,1
336,32943,species,Grasshopper Sparrow,Ammodramus savannarum,1,Herbert Farm and Natural Area,US-OR,26 May 2023,L5167776,S139313818,,1
337,9304,species,Northern Saw-whet Owl,Aegolius acadicus,1,Marys Peak Rd.,US-OR,25 May 2023,L7741981,S139249723,,1
338,1283,species,Ruffed Grouse,Bonasa umbellus,2,Marys Peak Rd.,US-OR,25 May 2023,L7741981,S139249723,,1
339,34210,species,Hermit Warbler,Setophaga occidentalis,4,Mike Miller County Park,US-OR,25 May 2023,L1107757,S139227697,,1
340,34218,species,Black-throated Green Warbler,Setophaga virens,3,Parker River NWR--Hellcat Dunes Loop,US-MA,17 May 2023,L2774775,S138112500,,1
341,34141,species,Black-throated Blue Warbler,Setophaga caerulescens,1,Parker River NWR--Hellcat Dunes Loop,US-MA,17 May 2023,L2774775,S138112500,,1
342,34083,species,Bay-breasted Warbler,Setophaga castanea,3,Parker River NWR--Hellcat Dunes Loop,US-MA,17 May 2023,L2774775,S138112500,,1
343,19244,species,Philadelphia Vireo,Vireo philadelphicus,1,Parker River NWR--Hellcat Dunes Loop,US-MA,17 May 2023,L2774775,S138112500,,1
344,34079,species,Magnolia Warbler,Setophaga magnolia,1,Parker River NWR--Hellcat Dike,US-MA,17 May 2023,L129047,S138096086,,1
345,33679,species,Orchard Oriole,Icterus spurius,2,Parker River NWR--Hellcat Dike,US-MA,17 May 2023,L129047,S138096086,,1
346,3614,species,Eastern Whip-poor-will,Antrostomus vociferus,1,Kennebunk Plains,US-ME,16 May 2023,L167477,S138073563,,1
347,33736,species,Bullock's Oriole,Icterus bullockii,1,Chip Ross Park,US-OR,30 Apr 2023,L986738,S138200832,,1
348,1966,species,Band-tailed Pigeon,Patagioenas fasciata,1,"77 Southeast Norman Street, Newport",US-OR,13 Apr 2023,L23598456,S133779954,,1
349,9133,species,Burrowing Owl,Athene cunicularia,1,Blueberry Rd.,US-OR,15 Mar 2023,L8851664,S130994562,,1
350,6891,species,Clark's Grebe,Aechmophorus clarkii,3,Veterans Park--Klamath Falls,US-OR,11 Mar 2023,L589727,S130710183,,1
351,748,species,Barrow's Goldeneye,Bucephala islandica,2,Veterans Park--Klamath Falls,US-OR,11 Mar 2023,L589727,S130710183,,1
352,22150,species,Oak Titmouse,Baeolophus inornatus,2,Moore Park,US-OR,11 Mar 2023,L613422,S130705384,,1
353,8633,species,American Barn Owl,Tyto furcata,1,"8175-8185 Loosley Road, Chiloquin",US-OR,10 Mar 2023,L22993981,S130629580,,1
354,34557,species,Rose-breasted Grosbeak,Pheucticus ludovicianus,1,Crystal Lake Cemetery,US-OR,17 Feb 2023,L22052740,S128604441,,1
355,7318,species,Lesser Frigatebird,Fregata ariel,2,Tahiti to Moorea ferry,PF-WI,04 Feb 2023,L919888,S127636610,,1
356,7209,species,Wedge-tailed Shearwater,Ardenna pacifica,9,Tahiti to Moorea ferry,PF-WI,04 Feb 2023,L919888,S127636610,,1
357,6919,species,Red-tailed Tropicbird,Phaethon rubricauda,2,Tahiti to Moorea ferry,PF-WI,04 Feb 2023,L919888,S127636610,,1
358,6679,species,Gray-backed Tern,Onychoprion lunatus,2,Tahiti to Moorea ferry,PF-WI,04 Feb 2023,L919888,S127636610,,1
359,7323,species,Great Frigatebird,Fregata minor,2,Moorea--University of California Gump Station,PF-WI,03 Feb 2023,L8213310,S127517624,,1
360,2740,species,Gray-green Fruit-Dove,Ptilinopus purpuratus,1,Moorea--University of California Gump Station,PF-WI,27 Jan 2023,L8213310,S127053973,,1
361,31162,species,Chestnut-breasted Munia,Lonchura castaneothorax,6,Moorea--University of California Gump Station,PF-WI,26 Jan 2023,L8213310,S126970837,N,1
362,6657,species,Blue-gray Noddy,Anous ceruleus,1,Moorea--University of California Gump Station,PF-WI,22 Jan 2023,L8213310,S126762964,,1
363,31298,species,Common Waxbill,Estrilda astrild,6,Moorea--University of California Gump Station,PF-WI,22 Jan 2023,L8213310,S126752649,N,1
364,25769,species,Silvereye,Zosterops lateralis,1,Moorea--University of California Gump Station,PF-WI,22 Jan 2023,L8213310,S126752649,N,1
365,24754,species,Red-vented Bulbul,Pycnonotus cafer,6,Moorea--University of California Gump Station,PF-WI,22 Jan 2023,L8213310,S126752649,N,1
366,2232,species,Zebra Dove,Geopelia striata,4,Moorea--University of California Gump Station,PF-WI,22 Jan 2023,L8213310,S126752649,N,1
367,8315,species,Swamp Harrier,Circus approximans,1,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658030,N,1
368,7641,species,Pacific Reef-Heron,Egretta sacra,1,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658030,,1
369,6908,species,White-tailed Tropicbird,Phaethon lepturus,1,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658030,,1
370,7250,species,Tropical Shearwater,Puffinus bailloni,1,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658184,,1
371,7184,species,Tahiti Petrel,Pseudobulweria rostrata,1,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658184,,1
372,27859,species,Common Myna,Acridotheres tristis,8,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658351,N,1
373,6792,species,Great Crested Tern,Thalasseus bergii,3,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658351,,1
374,6665,species,Sooty Tern,Onychoprion fuscatus,2,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658351,,1
375,6642,species,Black Noddy,Anous minutus,6,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658351,,1
376,6627,species,Blue-billed White-Tern,Gygis candida,9,Tahiti to Moorea ferry,PF-WI,21 Jan 2023,L919888,S126658351,,1
377,33965,species,Crescent-chested Warbler,Oreothlypis superciliosa,1,Bosque de Chapultepec--Primera Sección,MX-DIF,10 Jan 2023,L580213,S125869585,,1
378,17452,species,Tropical Kingbird,Tyrannus melancholicus,1,Bosque de Chapultepec--Primera Sección,MX-DIF,10 Jan 2023,L580213,S125869585,,1
379,11412,species,Ladder-backed Woodpecker,Dryobates scalaris,1,Bosque de Chapultepec--Primera Sección,MX-DIF,10 Jan 2023,L580213,S125869585,,1
380,8445,species,Harris's Hawk,Parabuteo unicinctus,2,Bosque de Chapultepec--Primera Sección,MX-DIF,10 Jan 2023,L580213,S125869585,,1
381,28024,species,Curve-billed Thrasher,Toxostoma curvirostre,1,Jardín Botánico de Teotihuacan,MX-MEX,09 Jan 2023,L9733235,S125798906,,1
